Time,Construct,Dose,Replicate,RawSignal
40.5,pSEVA634r-GFP,0.1,1,0.34
40.5,pSEVA634r-GFP,0.2,1,0.341
40.5,pSEVA634r-GFP,0.5,1,0.351
40.5,pSEVA634r-GFP,1,1,0.35
41,pSEVA634r-GFP,0,1,0.329
41,pSEVA634r-GFP,0.01,1,0.342
41,pSEVA634r-GFP,0.05,1,0.306
41,pSEVA634r-GFP,0.1,1,0.339
41,pSEVA634r-GFP,0.2,1,0.339
41,pSEVA634r-GFP,0.5,1,0.353
41,pSEVA634r-GFP,1,1,0.353
41.5,pSEVA634r-GFP,0,1,0.332
41.5,pSEVA634r-GFP,0.01,1,0.34
41.5,pSEVA634r-GFP,0.05,1,0.305
41.5,pSEVA634r-GFP,0.1,1,0.338
41.5,pSEVA634r-GFP,0.2,1,0.348
41.5,pSEVA634r-GFP,0.5,1,0.353
41.5,pSEVA634r-GFP,1,1,0.349
42,pSEVA634r-GFP,0,1,0.325
42,pSEVA634r-GFP,0.01,1,0.336
42,pSEVA634r-GFP,0.05,1,0.305
42,pSEVA634r-GFP,0.1,1,0.336
42,pSEVA634r-GFP,0.2,1,0.348
42,pSEVA634r-GFP,0.5,1,0.35
42,pSEVA634r-GFP,1,1,0.341
0,pSEVA634rk-GFP,0,1,0.133
0,pSEVA634rk-GFP,0.01,1,0.135
0,pSEVA634rk-GFP,0.05,1,0.134
0,pSEVA634rk-GFP,0.1,1,0.138
0,pSEVA634rk-GFP,0.2,1,0.138
0,pSEVA634rk-GFP,0.5,1,0.135
0,pSEVA634rk-GFP,1,1,0.133
0.5,pSEVA634rk-GFP,0,1,0.136
0.5,pSEVA634rk-GFP,0.01,1,0.137
0.5,pSEVA634rk-GFP,0.05,1,0.136
0.5,pSEVA634rk-GFP,0.1,1,0.141
0.5,pSEVA634rk-GFP,0.2,1,0.14
0.5,pSEVA634rk-GFP,0.5,1,0.138
0.5,pSEVA634rk-GFP,1,1,0.135
1,pSEVA634rk-GFP,0,1,0.14
1,pSEVA634rk-GFP,0.01,1,0.139
1,pSEVA634rk-GFP,0.05,1,0.137
1,pSEVA634rk-GFP,0.1,1,0.142
1,pSEVA634rk-GFP,0.2,1,0.142
1,pSEVA634rk-GFP,0.5,1,0.14
1,pSEVA634rk-GFP,1,1,0.138
1.5,pSEVA634rk-GFP,0,1,0.143
1.5,pSEVA634rk-GFP,0.01,1,0.143
1.5,pSEVA634rk-GFP,0.05,1,0.141
1.5,pSEVA634rk-GFP,0.1,1,0.146
1.5,pSEVA634rk-GFP,0.2,1,0.146
1.5,pSEVA634rk-GFP,0.5,1,0.144
1.5,pSEVA634rk-GFP,1,1,0.141
2,pSEVA634rk-GFP,0,1,0.147
2,pSEVA634rk-GFP,0.01,1,0.148
2,pSEVA634rk-GFP,0.05,1,0.145
2,pSEVA634rk-GFP,0.1,1,0.152
2,pSEVA634rk-GFP,0.2,1,0.15
2,pSEVA634rk-GFP,0.5,1,0.148
2,pSEVA634rk-GFP,1,1,0.152
2.5,pSEVA634rk-GFP,0,1,0.152
2.5,pSEVA634rk-GFP,0.01,1,0.152
2.5,pSEVA634rk-GFP,0.05,1,0.153
2.5,pSEVA634rk-GFP,0.1,1,0.155
2.5,pSEVA634rk-GFP,0.2,1,0.157
2.5,pSEVA634rk-GFP,0.5,1,0.154
2.5,pSEVA634rk-GFP,1,1,0.155
3,pSEVA634rk-GFP,0,1,0.159
3,pSEVA634rk-GFP,0.01,1,0.159
3,pSEVA634rk-GFP,0.05,1,0.155
3,pSEVA634rk-GFP,0.1,1,0.161
3,pSEVA634rk-GFP,0.2,1,0.161
3,pSEVA634rk-GFP,0.5,1,0.16
3,pSEVA634rk-GFP,1,1,0.164
3.5,pSEVA634rk-GFP,0,1,0.166
3.5,pSEVA634rk-GFP,0.01,1,0.168
3.5,pSEVA634rk-GFP,0.05,1,0.163
3.5,pSEVA634rk-GFP,0.1,1,0.169
3.5,pSEVA634rk-GFP,0.2,1,0.169
3.5,pSEVA634rk-GFP,0.5,1,0.167
3.5,pSEVA634rk-GFP,1,1,0.165
4,pSEVA634rk-GFP,0,1,0.176
4,pSEVA634rk-GFP,0.01,1,0.177
4,pSEVA634rk-GFP,0.05,1,0.171
4,pSEVA634rk-GFP,0.1,1,0.177
4,pSEVA634rk-GFP,0.2,1,0.178
4,pSEVA634rk-GFP,0.5,1,0.177
4,pSEVA634rk-GFP,1,1,0.174
4.5,pSEVA634rk-GFP,0,1,0.185
4.5,pSEVA634rk-GFP,0.01,1,0.186
4.5,pSEVA634rk-GFP,0.05,1,0.179
4.5,pSEVA634rk-GFP,0.1,1,0.184
4.5,pSEVA634rk-GFP,0.2,1,0.184
4.5,pSEVA634rk-GFP,0.5,1,0.183
4.5,pSEVA634rk-GFP,1,1,0.181
5,pSEVA634rk-GFP,0,1,0.196
5,pSEVA634rk-GFP,0.01,1,0.197
5,pSEVA634rk-GFP,0.05,1,0.187
5,pSEVA634rk-GFP,0.1,1,0.196
5,pSEVA634rk-GFP,0.2,1,0.196
5,pSEVA634rk-GFP,0.5,1,0.196
5,pSEVA634rk-GFP,1,1,0.192
5.5,pSEVA634rk-GFP,0,1,0.214
5.5,pSEVA634rk-GFP,0.01,1,0.215
5.5,pSEVA634rk-GFP,0.05,1,0.204
5.5,pSEVA634rk-GFP,0.1,1,0.21
5.5,pSEVA634rk-GFP,0.2,1,0.21
5.5,pSEVA634rk-GFP,0.5,1,0.21
5.5,pSEVA634rk-GFP,1,1,0.206
6,pSEVA634rk-GFP,0,1,0.237
6,pSEVA634rk-GFP,0.01,1,0.24
6,pSEVA634rk-GFP,0.05,1,0.223
6,pSEVA634rk-GFP,0.1,1,0.23
6,pSEVA634rk-GFP,0.2,1,0.23
6,pSEVA634rk-GFP,0.5,1,0.23
6,pSEVA634rk-GFP,1,1,0.227
6.5,pSEVA634rk-GFP,0,1,0.251
6.5,pSEVA634rk-GFP,0.01,1,0.256
6.5,pSEVA634rk-GFP,0.05,1,0.24
6.5,pSEVA634rk-GFP,0.1,1,0.25
6.5,pSEVA634rk-GFP,0.2,1,0.249
6.5,pSEVA634rk-GFP,0.5,1,0.252
6.5,pSEVA634rk-GFP,1,1,0.247
7,pSEVA634rk-GFP,0,1,0.263
7,pSEVA634rk-GFP,0.01,1,0.269
7,pSEVA634rk-GFP,0.05,1,0.253
7,pSEVA634rk-GFP,0.1,1,0.266
7,pSEVA634rk-GFP,0.2,1,0.265
7,pSEVA634rk-GFP,0.5,1,0.264
7,pSEVA634rk-GFP,1,1,0.26
7.5,pSEVA634rk-GFP,0,1,0.273
7.5,pSEVA634rk-GFP,0.01,1,0.279
7.5,pSEVA634rk-GFP,0.05,1,0.266
7.5,pSEVA634rk-GFP,0.1,1,0.277
7.5,pSEVA634rk-GFP,0.2,1,0.277
7.5,pSEVA634rk-GFP,0.5,1,0.279
7.5,pSEVA634rk-GFP,1,1,0.274
8,pSEVA634rk-GFP,0,1,0.28
8,pSEVA634rk-GFP,0.01,1,0.286
8,pSEVA634rk-GFP,0.05,1,0.275
8,pSEVA634rk-GFP,0.1,1,0.285
8,pSEVA634rk-GFP,0.2,1,0.286
8,pSEVA634rk-GFP,0.5,1,0.288
8,pSEVA634rk-GFP,1,1,0.285
8.5,pSEVA634rk-GFP,0,1,0.292
8.5,pSEVA634rk-GFP,0.01,1,0.299
8.5,pSEVA634rk-GFP,0.05,1,0.282
8.5,pSEVA634rk-GFP,0.1,1,0.293
8.5,pSEVA634rk-GFP,0.2,1,0.293
8.5,pSEVA634rk-GFP,0.5,1,0.292
8.5,pSEVA634rk-GFP,1,1,0.291
9,pSEVA634rk-GFP,0,1,0.305
9,pSEVA634rk-GFP,0.01,1,0.315
9,pSEVA634rk-GFP,0.05,1,0.295
9,pSEVA634rk-GFP,0.1,1,0.305
9,pSEVA634rk-GFP,0.2,1,0.306
9,pSEVA634rk-GFP,0.5,1,0.306
9,pSEVA634rk-GFP,1,1,0.304
9.5,pSEVA634rk-GFP,0,1,0.317
9.5,pSEVA634rk-GFP,0.01,1,0.323
9.5,pSEVA634rk-GFP,0.05,1,0.307
9.5,pSEVA634rk-GFP,0.1,1,0.318
9.5,pSEVA634rk-GFP,0.2,1,0.318
9.5,pSEVA634rk-GFP,0.5,1,0.32
9.5,pSEVA634rk-GFP,1,1,0.316
10,pSEVA634rk-GFP,0,1,0.33
10,pSEVA634rk-GFP,0.01,1,0.335
10,pSEVA634rk-GFP,0.05,1,0.318
10,pSEVA634rk-GFP,0.1,1,0.329
10,pSEVA634rk-GFP,0.2,1,0.328
10,pSEVA634rk-GFP,0.5,1,0.328
10,pSEVA634rk-GFP,1,1,0.325
10.5,pSEVA634rk-GFP,0,1,0.342
10.5,pSEVA634rk-GFP,0.01,1,0.348
10.5,pSEVA634rk-GFP,0.05,1,0.332
10.5,pSEVA634rk-GFP,0.1,1,0.337
10.5,pSEVA634rk-GFP,0.2,1,0.337
10.5,pSEVA634rk-GFP,0.5,1,0.336
10.5,pSEVA634rk-GFP,1,1,0.333
11,pSEVA634rk-GFP,0,1,0.35
11,pSEVA634rk-GFP,0.01,1,0.356
11,pSEVA634rk-GFP,0.05,1,0.341
11,pSEVA634rk-GFP,0.1,1,0.35
11,pSEVA634rk-GFP,0.2,1,0.349
11,pSEVA634rk-GFP,0.5,1,0.347
11,pSEVA634rk-GFP,1,1,0.343
11.5,pSEVA634rk-GFP,0,1,0.357
11.5,pSEVA634rk-GFP,0.01,1,0.362
11.5,pSEVA634rk-GFP,0.05,1,0.347
11.5,pSEVA634rk-GFP,0.1,1,0.359
11.5,pSEVA634rk-GFP,0.2,1,0.36
11.5,pSEVA634rk-GFP,0.5,1,0.359
11.5,pSEVA634rk-GFP,1,1,0.357
12,pSEVA634rk-GFP,0,1,0.363
12,pSEVA634rk-GFP,0.01,1,0.368
12,pSEVA634rk-GFP,0.05,1,0.358
12,pSEVA634rk-GFP,0.1,1,0.363
12,pSEVA634rk-GFP,0.2,1,0.364
12,pSEVA634rk-GFP,0.5,1,0.363
12,pSEVA634rk-GFP,1,1,0.361
12.5,pSEVA634rk-GFP,0,1,0.37
12.5,pSEVA634rk-GFP,0.01,1,0.375
12.5,pSEVA634rk-GFP,0.05,1,0.362
12.5,pSEVA634rk-GFP,0.1,1,0.37
12.5,pSEVA634rk-GFP,0.2,1,0.37
12.5,pSEVA634rk-GFP,0.5,1,0.369
12.5,pSEVA634rk-GFP,1,1,0.365
13,pSEVA634rk-GFP,0,1,0.376
13,pSEVA634rk-GFP,0.01,1,0.382
13,pSEVA634rk-GFP,0.05,1,0.372
13,pSEVA634rk-GFP,0.1,1,0.378
13,pSEVA634rk-GFP,0.2,1,0.38
13,pSEVA634rk-GFP,0.5,1,0.373
13,pSEVA634rk-GFP,1,1,0.37
13.5,pSEVA634rk-GFP,0,1,0.383
13.5,pSEVA634rk-GFP,0.01,1,0.388
13.5,pSEVA634rk-GFP,0.05,1,0.382
13.5,pSEVA634rk-GFP,0.1,1,0.386
13.5,pSEVA634rk-GFP,0.2,1,0.388
13.5,pSEVA634rk-GFP,0.5,1,0.381
13.5,pSEVA634rk-GFP,1,1,0.377
14,pSEVA634rk-GFP,0,1,0.397
14,pSEVA634rk-GFP,0.01,1,0.394
14,pSEVA634rk-GFP,0.05,1,0.392
14,pSEVA634rk-GFP,0.1,1,0.392
14,pSEVA634rk-GFP,0.2,1,0.395
14,pSEVA634rk-GFP,0.5,1,0.388
14,pSEVA634rk-GFP,1,1,0.384
14.5,pSEVA634rk-GFP,0,1,0.401
14.5,pSEVA634rk-GFP,0.01,1,0.4
14.5,pSEVA634rk-GFP,0.05,1,0.404
14.5,pSEVA634rk-GFP,0.1,1,0.399
14.5,pSEVA634rk-GFP,0.2,1,0.402
14.5,pSEVA634rk-GFP,0.5,1,0.396
14.5,pSEVA634rk-GFP,1,1,0.391
15,pSEVA634rk-GFP,0,1,0.412
15,pSEVA634rk-GFP,0.01,1,0.405
15,pSEVA634rk-GFP,0.05,1,0.412
15,pSEVA634rk-GFP,0.1,1,0.405
15,pSEVA634rk-GFP,0.2,1,0.408
15,pSEVA634rk-GFP,0.5,1,0.402
15,pSEVA634rk-GFP,1,1,0.396
15.5,pSEVA634rk-GFP,0,1,0.418
15.5,pSEVA634rk-GFP,0.01,1,0.409
15.5,pSEVA634rk-GFP,0.05,1,0.42
15.5,pSEVA634rk-GFP,0.1,1,0.411
15.5,pSEVA634rk-GFP,0.2,1,0.414
15.5,pSEVA634rk-GFP,0.5,1,0.407
15.5,pSEVA634rk-GFP,1,1,0.401
16,pSEVA634rk-GFP,0,1,0.423
16,pSEVA634rk-GFP,0.01,1,0.413
16,pSEVA634rk-GFP,0.05,1,0.424
16,pSEVA634rk-GFP,0.1,1,0.417
16,pSEVA634rk-GFP,0.2,1,0.419
16,pSEVA634rk-GFP,0.5,1,0.41
16,pSEVA634rk-GFP,1,1,0.41
16.5,pSEVA634rk-GFP,0,1,0.429
16.5,pSEVA634rk-GFP,0.01,1,0.424
16.5,pSEVA634rk-GFP,0.05,1,0.436
16.5,pSEVA634rk-GFP,0.1,1,0.429
16.5,pSEVA634rk-GFP,0.2,1,0.431
16.5,pSEVA634rk-GFP,0.5,1,0.423
16.5,pSEVA634rk-GFP,1,1,0.414
17,pSEVA634rk-GFP,0,1,0.432
17,pSEVA634rk-GFP,0.01,1,0.427
17,pSEVA634rk-GFP,0.05,1,0.436
17,pSEVA634rk-GFP,0.1,1,0.429
17,pSEVA634rk-GFP,0.2,1,0.438
17,pSEVA634rk-GFP,0.5,1,0.426
17,pSEVA634rk-GFP,1,1,0.421
17.5,pSEVA634rk-GFP,0,1,0.432
17.5,pSEVA634rk-GFP,0.01,1,0.43
17.5,pSEVA634rk-GFP,0.05,1,0.439
17.5,pSEVA634rk-GFP,0.1,1,0.437
17.5,pSEVA634rk-GFP,0.2,1,0.442
17.5,pSEVA634rk-GFP,0.5,1,0.43
17.5,pSEVA634rk-GFP,1,1,0.423
18,pSEVA634rk-GFP,0,1,0.432
18,pSEVA634rk-GFP,0.01,1,0.429
18,pSEVA634rk-GFP,0.05,1,0.434
18,pSEVA634rk-GFP,0.1,1,0.433
18,pSEVA634rk-GFP,0.2,1,0.431
18,pSEVA634rk-GFP,0.5,1,0.428
18,pSEVA634rk-GFP,1,1,0.415
18.5,pSEVA634rk-GFP,0,1,0.434
18.5,pSEVA634rk-GFP,0.01,1,0.426
18.5,pSEVA634rk-GFP,0.05,1,0.437
18.5,pSEVA634rk-GFP,0.1,1,0.437
18.5,pSEVA634rk-GFP,0.2,1,0.434
18.5,pSEVA634rk-GFP,0.5,1,0.426
18.5,pSEVA634rk-GFP,1,1,0.421
19,pSEVA634rk-GFP,0,1,0.435
19,pSEVA634rk-GFP,0.01,1,0.428
19,pSEVA634rk-GFP,0.05,1,0.439
19,pSEVA634rk-GFP,0.1,1,0.431
19,pSEVA634rk-GFP,0.2,1,0.436
19,pSEVA634rk-GFP,0.5,1,0.426
19,pSEVA634rk-GFP,1,1,0.421
19.5,pSEVA634rk-GFP,0,1,0.438
19.5,pSEVA634rk-GFP,0.01,1,0.43
19.5,pSEVA634rk-GFP,0.05,1,0.441
19.5,pSEVA634rk-GFP,0.1,1,0.434
19.5,pSEVA634rk-GFP,0.2,1,0.438
19.5,pSEVA634rk-GFP,0.5,1,0.429
19.5,pSEVA634rk-GFP,1,1,0.422
20,pSEVA634rk-GFP,0,1,0.44
20,pSEVA634rk-GFP,0.01,1,0.431
20,pSEVA634rk-GFP,0.05,1,0.444
20,pSEVA634rk-GFP,0.1,1,0.436
20,pSEVA634rk-GFP,0.2,1,0.44
20,pSEVA634rk-GFP,0.5,1,0.43
20,pSEVA634rk-GFP,1,1,0.424
20.5,pSEVA634rk-GFP,0,1,0.442
20.5,pSEVA634rk-GFP,0.01,1,0.433
20.5,pSEVA634rk-GFP,0.05,1,0.445
20.5,pSEVA634rk-GFP,0.1,1,0.437
20.5,pSEVA634rk-GFP,0.2,1,0.442
20.5,pSEVA634rk-GFP,0.5,1,0.433
20.5,pSEVA634rk-GFP,1,1,0.425
21,pSEVA634rk-GFP,0,1,0.442
21,pSEVA634rk-GFP,0.01,1,0.434
21,pSEVA634rk-GFP,0.05,1,0.447
21,pSEVA634rk-GFP,0.1,1,0.439
21,pSEVA634rk-GFP,0.2,1,0.443
21,pSEVA634rk-GFP,0.5,1,0.433
21,pSEVA634rk-GFP,1,1,0.426
21.5,pSEVA634rk-GFP,0,1,0.444
21.5,pSEVA634rk-GFP,0.01,1,0.435
21.5,pSEVA634rk-GFP,0.05,1,0.448
21.5,pSEVA634rk-GFP,0.1,1,0.44
21.5,pSEVA634rk-GFP,0.2,1,0.444
21.5,pSEVA634rk-GFP,0.5,1,0.435
21.5,pSEVA634rk-GFP,1,1,0.427
22,pSEVA634rk-GFP,0,1,0.444
22,pSEVA634rk-GFP,0.01,1,0.436
22,pSEVA634rk-GFP,0.05,1,0.449
22,pSEVA634rk-GFP,0.1,1,0.441
22,pSEVA634rk-GFP,0.2,1,0.445
22,pSEVA634rk-GFP,0.5,1,0.435
22,pSEVA634rk-GFP,1,1,0.428
22.5,pSEVA634rk-GFP,0,1,0.446
22.5,pSEVA634rk-GFP,0.01,1,0.436
22.5,pSEVA634rk-GFP,0.05,1,0.45
22.5,pSEVA634rk-GFP,0.1,1,0.443
22.5,pSEVA634rk-GFP,0.2,1,0.447
22.5,pSEVA634rk-GFP,0.5,1,0.437
22.5,pSEVA634rk-GFP,1,1,0.433
23,pSEVA634rk-GFP,0,1,0.446
23,pSEVA634rk-GFP,0.01,1,0.438
23,pSEVA634rk-GFP,0.05,1,0.452
23,pSEVA634rk-GFP,0.1,1,0.443
23,pSEVA634rk-GFP,0.2,1,0.448
23,pSEVA634rk-GFP,0.5,1,0.437
23,pSEVA634rk-GFP,1,1,0.435
23.5,pSEVA634rk-GFP,0,1,0.447
23.5,pSEVA634rk-GFP,0.01,1,0.438
23.5,pSEVA634rk-GFP,0.05,1,0.452
23.5,pSEVA634rk-GFP,0.1,1,0.445
23.5,pSEVA634rk-GFP,0.2,1,0.448
23.5,pSEVA634rk-GFP,0.5,1,0.438
23.5,pSEVA634rk-GFP,1,1,0.43
24,pSEVA634rk-GFP,0,1,0.447
24,pSEVA634rk-GFP,0.01,1,0.439
24,pSEVA634rk-GFP,0.05,1,0.452
24,pSEVA634rk-GFP,0.1,1,0.445
24,pSEVA634rk-GFP,0.2,1,0.449
24,pSEVA634rk-GFP,0.5,1,0.438
24,pSEVA634rk-GFP,1,1,0.431
24.5,pSEVA634rk-GFP,0,1,0.449
24.5,pSEVA634rk-GFP,0.01,1,0.442
24.5,pSEVA634rk-GFP,0.05,1,0.453
24.5,pSEVA634rk-GFP,0.1,1,0.446
24.5,pSEVA634rk-GFP,0.2,1,0.447
24.5,pSEVA634rk-GFP,0.5,1,0.436
24.5,pSEVA634rk-GFP,1,1,0.427
25,pSEVA634rk-GFP,0,1,0.449
25,pSEVA634rk-GFP,0.01,1,0.441
25,pSEVA634rk-GFP,0.05,1,0.455
25,pSEVA634rk-GFP,0.1,1,0.441
25,pSEVA634rk-GFP,0.2,1,0.443
25,pSEVA634rk-GFP,0.5,1,0.432
25,pSEVA634rk-GFP,1,1,0.424
25.5,pSEVA634rk-GFP,0,1,0.448
25.5,pSEVA634rk-GFP,0.01,1,0.434
25.5,pSEVA634rk-GFP,0.05,1,0.455
25.5,pSEVA634rk-GFP,0.1,1,0.438
25.5,pSEVA634rk-GFP,0.2,1,0.44
25.5,pSEVA634rk-GFP,0.5,1,0.429
25.5,pSEVA634rk-GFP,1,1,0.421
26,pSEVA634rk-GFP,0,1,0.45
26,pSEVA634rk-GFP,0.01,1,0.431
26,pSEVA634rk-GFP,0.05,1,0.448
26,pSEVA634rk-GFP,0.1,1,0.435
26,pSEVA634rk-GFP,0.2,1,0.437
26,pSEVA634rk-GFP,0.5,1,0.427
26,pSEVA634rk-GFP,1,1,0.418
26.5,pSEVA634rk-GFP,0,1,0.442
26.5,pSEVA634rk-GFP,0.01,1,0.427
26.5,pSEVA634rk-GFP,0.05,1,0.444
26.5,pSEVA634rk-GFP,0.1,1,0.433
26.5,pSEVA634rk-GFP,0.2,1,0.435
26.5,pSEVA634rk-GFP,0.5,1,0.424
26.5,pSEVA634rk-GFP,1,1,0.416
27,pSEVA634rk-GFP,0,1,0.438
27,pSEVA634rk-GFP,0.01,1,0.425
27,pSEVA634rk-GFP,0.05,1,0.441
27,pSEVA634rk-GFP,0.1,1,0.431
27,pSEVA634rk-GFP,0.2,1,0.433
27,pSEVA634rk-GFP,0.5,1,0.423
27,pSEVA634rk-GFP,1,1,0.415
27.5,pSEVA634rk-GFP,0,1,0.434
27.5,pSEVA634rk-GFP,0.01,1,0.423
27.5,pSEVA634rk-GFP,0.05,1,0.441
27.5,pSEVA634rk-GFP,0.1,1,0.429
27.5,pSEVA634rk-GFP,0.2,1,0.432
27.5,pSEVA634rk-GFP,0.5,1,0.423
27.5,pSEVA634rk-GFP,1,1,0.414
28,pSEVA634rk-GFP,0,1,0.433
28,pSEVA634rk-GFP,0.01,1,0.421
28,pSEVA634rk-GFP,0.05,1,0.438
28,pSEVA634rk-GFP,0.1,1,0.429
28,pSEVA634rk-GFP,0.2,1,0.431
28,pSEVA634rk-GFP,0.5,1,0.422
28,pSEVA634rk-GFP,1,1,0.412
28.5,pSEVA634rk-GFP,0,1,0.43
28.5,pSEVA634rk-GFP,0.01,1,0.421
28.5,pSEVA634rk-GFP,0.05,1,0.438
28.5,pSEVA634rk-GFP,0.1,1,0.428
28.5,pSEVA634rk-GFP,0.2,1,0.431
28.5,pSEVA634rk-GFP,0.5,1,0.421
28.5,pSEVA634rk-GFP,1,1,0.413
29,pSEVA634rk-GFP,0,1,0.428
29,pSEVA634rk-GFP,0.01,1,0.42
29,pSEVA634rk-GFP,0.05,1,0.437
29,pSEVA634rk-GFP,0.1,1,0.427
29,pSEVA634rk-GFP,0.2,1,0.431
29,pSEVA634rk-GFP,0.5,1,0.42
29,pSEVA634rk-GFP,1,1,0.413
29.5,pSEVA634rk-GFP,0,1,0.427
29.5,pSEVA634rk-GFP,0.01,1,0.42
29.5,pSEVA634rk-GFP,0.05,1,0.436
29.5,pSEVA634rk-GFP,0.1,1,0.427
29.5,pSEVA634rk-GFP,0.2,1,0.43
29.5,pSEVA634rk-GFP,0.5,1,0.421
29.5,pSEVA634rk-GFP,1,1,0.412
30,pSEVA634rk-GFP,0,1,0.426
30,pSEVA634rk-GFP,0.01,1,0.419
30,pSEVA634rk-GFP,0.05,1,0.435
30,pSEVA634rk-GFP,0.1,1,0.428
30,pSEVA634rk-GFP,0.2,1,0.43
30,pSEVA634rk-GFP,0.5,1,0.42
30,pSEVA634rk-GFP,1,1,0.411
30.5,pSEVA634rk-GFP,0,1,0.426
30.5,pSEVA634rk-GFP,0.01,1,0.42
30.5,pSEVA634rk-GFP,0.05,1,0.436
30.5,pSEVA634rk-GFP,0.1,1,0.428
30.5,pSEVA634rk-GFP,0.2,1,0.429
30.5,pSEVA634rk-GFP,0.5,1,0.419
30.5,pSEVA634rk-GFP,1,1,0.411
31,pSEVA634rk-GFP,0,1,0.425
31,pSEVA634rk-GFP,0.01,1,0.42
31,pSEVA634rk-GFP,0.05,1,0.436
31,pSEVA634rk-GFP,0.1,1,0.427
31,pSEVA634rk-GFP,0.2,1,0.429
31,pSEVA634rk-GFP,0.5,1,0.42
31,pSEVA634rk-GFP,1,1,0.412
31.5,pSEVA634rk-GFP,0,1,0.424
31.5,pSEVA634rk-GFP,0.01,1,0.419
31.5,pSEVA634rk-GFP,0.05,1,0.436
31.5,pSEVA634rk-GFP,0.1,1,0.427
31.5,pSEVA634rk-GFP,0.2,1,0.43
31.5,pSEVA634rk-GFP,0.5,1,0.419
31.5,pSEVA634rk-GFP,1,1,0.411
32,pSEVA634rk-GFP,0,1,0.423
32,pSEVA634rk-GFP,0.01,1,0.421
32,pSEVA634rk-GFP,0.05,1,0.436
32,pSEVA634rk-GFP,0.1,1,0.427
32,pSEVA634rk-GFP,0.2,1,0.43
32,pSEVA634rk-GFP,0.5,1,0.419
32,pSEVA634rk-GFP,1,1,0.412
32.5,pSEVA634rk-GFP,0,1,0.423
32.5,pSEVA634rk-GFP,0.01,1,0.421
32.5,pSEVA634rk-GFP,0.05,1,0.437
32.5,pSEVA634rk-GFP,0.1,1,0.428
32.5,pSEVA634rk-GFP,0.2,1,0.429
32.5,pSEVA634rk-GFP,0.5,1,0.42
32.5,pSEVA634rk-GFP,1,1,0.412
33,pSEVA634rk-GFP,0,1,0.423
33,pSEVA634rk-GFP,0.01,1,0.42
33,pSEVA634rk-GFP,0.05,1,0.438
33,pSEVA634rk-GFP,0.1,1,0.427
33,pSEVA634rk-GFP,0.2,1,0.429
33,pSEVA634rk-GFP,0.5,1,0.419
33,pSEVA634rk-GFP,1,1,0.412
33.5,pSEVA634rk-GFP,0,1,0.423
33.5,pSEVA634rk-GFP,0.01,1,0.421
33.5,pSEVA634rk-GFP,0.05,1,0.437
33.5,pSEVA634rk-GFP,0.1,1,0.427
33.5,pSEVA634rk-GFP,0.2,1,0.43
33.5,pSEVA634rk-GFP,0.5,1,0.419
33.5,pSEVA634rk-GFP,1,1,0.412
34,pSEVA634rk-GFP,0,1,0.423
34,pSEVA634rk-GFP,0.01,1,0.421
34,pSEVA634rk-GFP,0.05,1,0.439
34,pSEVA634rk-GFP,0.1,1,0.428
34,pSEVA634rk-GFP,0.2,1,0.431
34,pSEVA634rk-GFP,0.5,1,0.42
34,pSEVA634rk-GFP,1,1,0.411
34.5,pSEVA634rk-GFP,0,1,0.423
34.5,pSEVA634rk-GFP,0.01,1,0.422
34.5,pSEVA634rk-GFP,0.05,1,0.44
34.5,pSEVA634rk-GFP,0.1,1,0.428
34.5,pSEVA634rk-GFP,0.2,1,0.432
34.5,pSEVA634rk-GFP,0.5,1,0.42
34.5,pSEVA634rk-GFP,1,1,0.413
35,pSEVA634rk-GFP,0,1,0.424
35,pSEVA634rk-GFP,0.01,1,0.428
35,pSEVA634rk-GFP,0.05,1,0.441
35,pSEVA634rk-GFP,0.1,1,0.429
35,pSEVA634rk-GFP,0.2,1,0.432
35,pSEVA634rk-GFP,0.5,1,0.419
35,pSEVA634rk-GFP,1,1,0.413
35.5,pSEVA634rk-GFP,0,1,0.425
35.5,pSEVA634rk-GFP,0.01,1,0.423
35.5,pSEVA634rk-GFP,0.05,1,0.441
35.5,pSEVA634rk-GFP,0.1,1,0.429
35.5,pSEVA634rk-GFP,0.2,1,0.432
35.5,pSEVA634rk-GFP,0.5,1,0.421
35.5,pSEVA634rk-GFP,1,1,0.413
36,pSEVA634rk-GFP,0,1,0.427
36,pSEVA634rk-GFP,0.01,1,0.423
36,pSEVA634rk-GFP,0.05,1,0.442
36,pSEVA634rk-GFP,0.1,1,0.43
36,pSEVA634rk-GFP,0.2,1,0.433
36,pSEVA634rk-GFP,0.5,1,0.421
36,pSEVA634rk-GFP,1,1,0.415
36.5,pSEVA634rk-GFP,0,1,0.426
36.5,pSEVA634rk-GFP,0.01,1,0.424
36.5,pSEVA634rk-GFP,0.05,1,0.443
36.5,pSEVA634rk-GFP,0.1,1,0.43
36.5,pSEVA634rk-GFP,0.2,1,0.434
36.5,pSEVA634rk-GFP,0.5,1,0.421
36.5,pSEVA634rk-GFP,1,1,0.415
37,pSEVA634rk-GFP,0,1,0.427
37,pSEVA634rk-GFP,0.01,1,0.425
37,pSEVA634rk-GFP,0.05,1,0.443
37,pSEVA634rk-GFP,0.1,1,0.432
37,pSEVA634rk-GFP,0.2,1,0.435
37,pSEVA634rk-GFP,0.5,1,0.422
37,pSEVA634rk-GFP,1,1,0.416
37.5,pSEVA634rk-GFP,0,1,0.427
